,experience_id,summary
809,41282,"The individual started by using a small amount of the substance, experiencing mild body high and confusion. Later, they used a larger dose through a bong, leading to a deeper detachment from reality. The experience was characterized by an overwhelming feeling of slipping away from baseline consciousness into what they referred to as ""salvia space."" In this state, everything seemed unfamiliar and new, including the sense of touch.

The participant walked around the room while in this altered state, with their surroundings becoming increasingly distorted and foreign. They had difficulty comprehending their actual location and the presence of others. As the effects began to wear off, they experienced a pendulum-like swing between reality and confusion. The music playing in the background seemed to guide them as an unnamed force.

The experience was described as intense and different from other hallucinogens like LSD or shrooms, which only distort reality through visuals and heightened emotions. This substance transported the individual to a completely different reality quickly but briefly."
810,51891,"The participant began by meditating for about 15 minutes before smoking Salvia divinorum. After inhaling the smoke, they experienced rapid onset of effects characterized by spinning sensations and visual distortions. They found themselves on what appeared to be a wooden merry-go-round with eight to nine people smiling and laughing around them. One man in a white shirt and jeans tried to get the participant to stand up.

The participant then realized they were not actually on a merry-go-round but rather in their living room, where they saw their carpet and blanket. They felt disoriented and wondered if others could see them in this state. The visual hallucinations included seeing people walking around in circles and disappearing when turned away from. At one point, the participant attempted to return to lying down on pillows but found it difficult due to the spinning sensation.

Eventually, they managed to lie face down and experienced closed-eye visuals (CEVs) similar to those encountered with DXM. These CEVs were described as bubbly, gooey, moving, and flowing colors. As the peak effects subsided, the participant opened their eyes and found that the visual hallucinations had ceased, though some disorientation remained.

The participant noticed that they had knocked over an ash tray during the experience and saw two black marks on the carpet, one of which was a pile of ashes and another perceived as a burn mark. Upon standing up, these marks were no longer visible. The participant also experienced brief random images when closing their eyes, such as a woman at a desk, a train, and a large box hanging from a ceiling.

The experience concluded with the realization that they had inhaled an entire bowl of Salvia divinorum without exhaling it first."
811,56674,"The participant smoked a small amount of dried plant material with a friend present. After inhaling the smoke, they immediately collapsed onto the floor for about 30 seconds before regaining consciousness. Upon waking, they experienced intense visual and auditory hallucinations. The walls and ceiling appeared to curve inwards and upwards in impossible ways, and the wooden floor was covered in swirling geometric patterns of intense colors.

The participant felt as though their body had separated from itself and was observing the scene from above. They perceived their friend as an all-knowing entity and were unsure if he was a friend or foe. The participant's fingers, hands, and body seemed to be melting into the floor, becoming one with it. A strange voice repeated a phrase that sounded like ""Da dum, da dum, be dum,"" which the patterns on the floor appeared to swirl in response.

As the experience intensified, the participant felt as though they were being sucked into a black hole or whirlpool in the center of the room, worried about being crushed and compacted infinitely small. The voice became louder and more frantic until it was just white noise and a shrill screeching vibration. After 10 minutes, the effects subsided, and the participant returned to normal."
812,49984,"The user, an experienced drug user, initially tried Salvia divinorum in leaf form with minimal effects but later experimented with a 20x extract. After taking one hit from a small pipe, they felt strong effects within 15 seconds and peaked within 45 seconds. The experience was described as intense and disorienting, similar to a mushroom trip but more rapid onset.

Visual distortions included blurring vision, walls and carpets switching colors, and flowers on the carpet turning into dots that imprinted on everything viewed. When closing their eyes, they experienced mind-racing thoughts and confusion about time and surroundings. The user felt their house was tilted, and the room seemed smaller with vertically pulsing walls.

The trip lasted approximately 45 minutes but felt much shorter due to time distortion. They returned to normalcy after this period and were convinced of Salvia's power, considering a future attempt with two hits."
813,39131,"The participant returned home after a difficult day at work and decided to partake in an herbal substance with their roommate. They prepared for the experience by weighing out a precise dose of approximately 50mg and combining it with another plant material before smoking it. As the effects set in, they felt debilitated and experienced a rapid onset that left them overwhelmed.

The participant described entering a dark void where they felt cold and scared, as if being pulled down by icy hands. They then saw a pinprick of light that expanded into a cityscape, which morphed and changed shape rapidly. The city appeared to be alive but devoid of people, with buildings disintegrating and roads flowing like water.

As the experience began to fade, memories of reality started to return, and the participant regained their senses. They blinked and saw the ceiling again, along with their friend who had been waiting for them to come back from the trip. The friend asked how it was, and the participant requested a few minutes to regain composure before continuing."
814,63029,"The participant began the day by consuming a substance containing mescaline, followed by smoking marijuana later in the afternoon. They also consumed salvia divinorum multiple times throughout the day. The effects of the first substance were slow to manifest but eventually produced an intense energy surge and euphoria, accompanied by visual distortions such as swirling ceilings. The participant experienced difficulty eating due to the energetic state.

Later, at a bridge near their house, they smoked marijuana with friends and consumed salvia divinorum again. During this session, the participant reported profound experiences including feeling connected to everything in the universe and noticing the weight of sunlight. Friends also tried salvia but did not report significant effects.

After returning home, the participant continued to experience strong visual distortions and a sense of euphoria for several hours. They attended family night at rehab while still under the influence, where they participated actively despite the ongoing visuals and sensations.

The trip lasted nearly 12 hours with no harsh comedown or negative aftereffects reported by the participant."
815,37632,"The individual experienced a strong effect after inhaling the substance, feeling a tingle on their side and sinking into the ground while lying in bed. They saw brown-colored gears rotating counter-clockwise as they descended into an underground space. The room above was drifting away from them, and they continued to descend through multiple 'underground floors' with increasing numbers of gears until reaching what appeared to be the core of the Earth. At this point, there was a bright red light, and invisible beings were present around the individual. These entities were described as omnipresent and unseen, making faint whispers. The participant felt like one of them and laughed, feeling at home in this underground space."
816,38123,"The participant began their experience by attempting to take an undiluted dose but found it too harsh for their tongue, so they diluted subsequent doses. They experienced a state of relaxation and heaviness, with a warm sensation spreading up their legs. As the effects intensified, they felt increasingly detached from their body.

A shadow-like entity appeared behind them, communicating telepathically that by the time it completed its circular path around the participant, they would be in a different place. The shadow moved at the participant's pace and formed a dark circle with a radar-like line as it circled back to its starting point.

Upon completion of this process, the participant saw their room transformed into a lush jungle filled with rich green plants, vines, and moss. This visual experience was vivid but would disappear if the participant tried to focus on specific details. The jungle vision alternated with the actual room view as the participant shifted between open-eyed and closed-eye states.

The participant also observed water flowing upwards in their room, resembling a clear mother of pearl color. These visions lasted for about 20-30 minutes during the peak experience, which was approximately one hour and thirty minutes long overall.

During this time, the participant felt no negative physical sensations or aftereffects, only a refreshing sense of clarity. They reflected on the experience as profound and life-changing, noting that focusing too much on specific details can obscure the beauty and truth of the whole picture."
817,38567,"The individual began their session by smoking four hits of an unknown substance. After the first two hits, they felt more aware and alert, with a sense of being able to learn large amounts of information quickly. Following the last two hits, they observed three or four 2D figures dancing on a table in front of them.

The participant then experienced a separation between their head and vision, seeing themselves from a third-person perspective while laughing and losing balance. They felt playful and invincible in this flat, 2D world. An unknown being approached as sound, leading the individual through sharp corners made of noise before reality was stripped away into a void.

A red liquid then filled the void, and the participant floated aimlessly until an object melted onto their body, grounding them. They encountered a man who imparted knowledge that felt forbidden, causing the intensity to build until everything collapsed in on itself, resulting in a state of absolute nothingness. This intense experience gradually faded over 15-20 minutes."
818,38546,"The participant began the experience feeling lightheaded after inhaling the substance. They felt detached from their body and experienced profuse sweating. As the effects intensified, they perceived themselves as part of a static picture, unable to move without disappointing someone unseen. The user reported seeing God or a divine presence and communicated with this entity, asking if it was still there.

The participant then found themselves in what appeared to be a ballpark scene, but felt more like being part of a postcard held by a hand wearing a white glove, possibly belonging to the divine figure they had previously perceived. They experienced stomach discomfort and a sense of falling rapidly while feeling detached from their body yet connected to it.

The user questioned religious beliefs and the nature of perception, wondering if the size or position of one's eyes controlled what could be seen. There was confusion about whether their eyes were open or closed due to everything appearing black. The participant also briefly considered the possibility that they might have been on heroin instead but dismissed this thought.

After a period of intense experience, the user returned to normal consciousness at around 10:19, having started the trip at 10:00."
819,48975,"The participant began by administering a substance using a hand-bong in their tiled bathroom. Upon inhalation, they experienced a strong physical sensation described as an electric surge through their body. They observed that the tiles around them appeared like tiny hallways extending deeper into space. In the mirror, they saw themselves and felt unable to speak, resorting to barking sounds instead.

The participant then stripped naked and entered a shower, where water felt like sand ripping through their skin. Hundreds of small people emerged from their body and danced on the floor. They became increasingly fearful about the experience and noted that outlines were sparkling. The square tiles in the bathroom began moving rapidly around them until they closed their eyes.

In this state, the participant floated in space, worried about losing their memories. Suddenly, they found themselves back in bed, dry and dressed, with music playing. They felt off-peak but regaining normalcy quickly. Their heart raced, and they stayed awake all night due to fear of not waking up if they closed their eyes.

The next morning, the participant woke up without knowing how they got out of the shower or back into bed."
820,48032,"The participant began their experience in a dimly lit room with red lighting and soft music playing in the background. After consuming a small amount of the substance, they felt heavy and experienced creeping feelings around them. They saw things in the corner of their eyes and had precognitive visions of tribal scenes.

Taking a second dose led to more vivid experiences. The participant saw cartoon-like borders made up of elephants and flowers moving in straight lines. As they exhaled, they fell onto the bed feeling as though they were falling into a lake and became entangled in blankets, pushing them off as if they were evil. They also experienced a spinning school bus vortex that pulled them down with a tribal sensation.

After regaining some clarity, the participant went downstairs for food but remained disoriented. At 8:05 pm, they took another half bowl of the substance and lay back on their bed. This time, walls appeared to spin, taking on a yellow hue, and the vertical blinds melted downwards like crayons. The music gave them an eerie feeling, and they heard 'SELL IT ALL SELL IT ALL'. They regained control after about 25 minutes.

For the next hour, the participant felt edgy and off-balance but gradually returned to normal."
821,48203,"The participant reported two experiences with a substance that produced profound hallucinogenic effects. During the first experience, they felt intense bodily sensations as if their extremities were dissolving or being rubbed. Visual tracers appeared, and each movement seemed to unfold in an intricate manner, leading to a feeling of self-extension into everything around them. The participant expressed fear about the duration of these effects and advised against further use.

In the second experience, which occurred at a party, the participant felt as though they had transformed into a dog, wagging their tail (which was actually their leg in the air while lying on their back). They also noticed a door that previously wasn't there and pointed it out to others. The experience lasted approximately two minutes but seemed much longer due to time dilation effects.

The participant's girlfriend experienced mild irritability during both sessions but did not report significant hallucinations."
822,63968,"The participant prepared for their journey by cleaning their room, setting up soothing music, and using a combination of tincture and extract. After consuming the substance, they began to feel disconnected from their body and experienced difficulty in performing simple tasks like swallowing. They then smoked the extract through a water pipe.

During the experience, the individual felt as though they had become part of an intricate network or pattern, forming complex structures with other entities described as blue human figures. These entities were content with their roles but the participant yearned to return to their previous life as a human, feeling that this new existence was a lie and lacked the richness of emotions and free will.

The participant struggled between two realities: one where they were part of an alternate dimension and another which they considered their true identity. They attempted to break free from the otherworld by tearing themselves away from the network, causing physical disturbances in their room as they did so. To regain control, they turned on lights and watched a comedy DVD.

The experience was intense but manageable, allowing the participant to return to consensus reality with some effort. They felt enlightened by the encounter and gained a new perspective on overlapping realities and the nature of consciousness."
823,53502,"The participant experienced an unusual prolonged effect after using the substance. During their initial trip, they encountered difficulty lighting their pipe due to a malfunctioning lighter that would not ignite despite having gas and producing sparks. This led to feelings of confusion and detachment from reality. Over the following two weeks, the individual reported experiencing vivid insights and dreams, often feeling as though they were in a dream-like state or 'savality'. They noted persistent sensations of detachment and an ongoing sense that they could wake up at any moment.

In one particularly disturbing dream, the participant encountered cold entities moving past them, causing chills. These entities seemed to be communicating about someone upstairs, possibly referring to the user themselves. The dream also involved the sensation of their body passing through their wife's during movement, which was later revealed to have been a vivid hallucination upon waking.

The experience continued for two weeks with fluctuating intensity and included persistent feelings of detachment from reality and an ongoing sense that they were in a dream-like state or 'savality'."
824,63900,"The participant reported entering a profound altered state after inhaling salvia leaves. In this new reality, they experienced themselves as an alien newborn, progressing through almost their entire life cycle within minutes. The world was populated by green-skinned beings who communicated telepathically and valued knowledge over emotions like humor or anger.

The participant had a family unit of five in this alien society, including a mother figure. They were elected to a position of importance but eventually fell out of favor due to perceived failures. After what felt like one or two hundred years, the individual realized they had taken some kind of drug and found themselves back in their bed.

Post-trip, the participant experienced disorientation and an altered perception of reality for days afterward. They described everything as feeling new and somewhat fake but also incredibly vivid and satisfying."
825,61015,"The individual experienced vivid fractal patterns that seemed to extend infinitely in all directions. They perceived themselves as being pulled and twisted through these patterns, feeling a strong physical sensation akin to being combed or having something travel up their spine. The experience was devoid of emotional content but filled with a sense of eternal motion and repetition.

While immersed in this state, the participant remained aware of their friend holding their hand in the physical world on their right side. There was an overwhelming desire to stop moving through these fractal planes and find a more familiar or stable reality. The experience felt both profound and unnerving due to its endless nature and the sameness of each plane.

The individual also perceived a small bubble of brightness representing their usual reality, which they knew would return when they opened their eyes. There was a sense of reluctant attachment to this world despite understanding it as an illusion. When returning to normal consciousness, everything appeared intensely still and heavier, yet familiar in its unchanged state.

Philosophical reflections followed the experience, contemplating the nature of existence, consciousness, and the power of creation."
826,65501,"The participant experienced three sessions with a psychoactive substance. In the first session, they felt minimal effects and lasted about 10 minutes. During the second session, the participant had a vivid and frightening experience where they perceived themselves as being on a chopping block alongside thousands of chickens, facing death by a giant man wielding a meat cleaver. They remember grabbing their friend and rolling around on the ground in fear.

In the third session, the participant felt an intense struggle to maintain consciousness, experiencing blackness and screaming their name repeatedly while feeling as if they were slipping away. An arm appeared, which they recognized as their own, trying to pull them back into light. They perceived this moment as a near-death experience, filled with extreme emotion and fear of dying.

Upon regaining consciousness after the third session, the participant felt profound sadness and concluded that the substance did not agree with them."
827,48448,"The individual consumed a significant amount of an unspecified substance and prepared for the experience by setting up their environment with candles and closing the curtains. They began to feel physically intense effects shortly after consumption, including hallucinations such as seeing their pillow on fire. The participant managed to extinguish the flame before it spread.

During the peak of the experience, they encountered various entities in different realms. In one realm, there were non-human people who were supposed to come and get them but did not know they were present. Another entity was described as a ""brooding"" figure walking back and forth in the room. The participant also experienced visions of an olden or retro universe with light and childhood-like memories.

The substance-induced state included both fear and joy, with sensations ranging from cozy glee to intense paranoia. They felt certain that parts of their brain had been removed during one vision. As they came down from the experience, they were disturbed by being back in what seemed like a small realm compared to the expansive universe they had just visited.

The participant recorded their thoughts and experiences throughout the trip, noting physical sensations such as goosebumps and jittery tangles. They also described the substance's effects on their perception of time and reality, with music playing an important role in shaping these perceptions.

After the experience, the individual called a friend to confirm that it was indeed snowing outside, which they had not expected given the recent weather conditions before the trip began."
828,47029,"The user describes multiple experiences with the substance over several years. In early sessions, they felt slightly pushed to one side and giggled; their friend's hair appeared to leave trails of dark rainbows. On other occasions, they experienced temporary paralysis and saw what seemed like another dimension or plane before their eyes. During a stronger experience, they spoke in an unfamiliar language that flowed uncontrollably from their lips, which they referred to as 'speaking in tongues.' They managed to type some of these words on a computer during two separate sessions.

The user also mentions feeling as though they were being torn apart internally and seeing spiraling shapes similar to the Fibonacci ratio. This led to producing Salvia-influenced drawings. Each session began with an amnesia-like state where they blacked out before awakening in what felt like a more real world.

In their most intense experience, which occurred after a long break from use, auditory hallucinations were prominent, characterized by nonsensical words spoken rapidly and in reverse alphabetical order. The user felt as though their mind and body were completely separated from reality, leading to a terrifying sense of being held against their will in a strange place. They experienced an overwhelming desire to be alone and hide the substance.

After regaining some awareness of their surroundings, they walked around saying 'Oh my God' for many minutes, feeling that everything seemed unreal compared to where their mind had been. The user felt as though someone was watching them suffer and taking delight in it during this experience."
829,54040,"The participant consumed an unknown substance and experienced intense effects almost immediately. They felt disconnected from reality and observed a white ball forming in front of them, which represented their entire life, past, present, and future. The ball exploded when someone moved slightly, releasing organic matter that had not finished developing. The participant noticed the colors and objects in the room, including two recliners and a yellow container, and felt these items were part of an unfinished puzzle. They communicated briefly with others in the room but did not provide detailed descriptions of these entities beyond noting their presence and brief interactions. As they came back to reality, the participant reflected on the experience as an exploration into a divine and timeless reality."
830,48131,"The narrator watched two other people experience the effects of an unknown substance. Phil became disoriented and scared during his trip, while the sister remained serene but unable to walk normally. During the narrator's own trips, they experienced a sensation of their body feeling hard like plastic and saw a 'grid' in front of their eyes. They also heard voices and perceived themselves as different entities such as Walmart and shelves.

In one instance, the narrator felt as if they were being eaten and then became rooted to the ground, seeing the grid structure beneath them. They experienced becoming Walmart and hearing people's conversations, which was disorienting. Later, they became shelves in a store and heard children's voices, feeling fear about being taken off the shelf or not.

The narrator also perceived themselves as a coin-operated horsey machine, wanting a quarter to be inserted so that a little girl could ride it. They regained sobriety gradually, feeling sensations on their head such as a door sliding back into place and something with a tail moving on top of their head."
831,36088,"The participant was at a friend's house with three friends in a well-lit room. They smoked two large bowls of a substance through a bong and experienced effects almost immediately during the second bowl. The experience lasted about five minutes. During this time, they perceived masses of energy flowing through the room and themselves. These energies were sensed as shapes and felt as powerful but painless electrical fields. The participant believed these energies controlled their actions; for example, when a wall of energy passed through them, they laughed hysterically at a joke made by a friend.

The participant did not experience visual or auditory hallucinations but instead had an altered reality that felt normal to them. They could foresee the future based on the sensed energy and were intrigued by how logical their actions seemed despite feeling controlled by external forces. As the effects wore off, the perception of these energies disappeared, leaving the individual with a sense of having experienced something strange yet familiar."
832,53309,"The participant and their companion alternately inhale an unnamed substance. The first person experiences intense altered states of consciousness characterized by a state of non-existence followed by multiple dimensions or realities described as ""swirling color."" An external voice is heard commanding a return to normalcy. During one phase, an evil presence takes control of the narrator's body and attempts to escape from the room. The experience concludes with physical discomfort including hot flashes and sweating, along with a realization about the nature of reality."
833,35995,"The participant had two drug experiences in different settings with a fortified leaf substance. In the first setting, which was a bedroom with soft red lighting and nature sounds playing, the onset was brief, followed by visual patterns that rotated clockwise around them like a tunnel. The experience was interrupted when the participant heard their partner make a slight noise, after which they noticed physical sensations such as perspiration and prickling on the skin.

In the second setting, located in a living room with lava lamps, plasma lamps, and ambient music, the onset was again brief. This time, the participant saw a green plant behind the lava lamp transform into beams supporting an outer space-like hood. The visuals then became tunnel-like, featuring white, blue, green, and yellow colors from the lava lamp. During this experience, the participant communicated their observations to their partner while remaining coherent. As the effects wore off, they felt sleepy and in awe.

Both experiences were followed by aftereffects including sleepiness and a sense of wonder lasting up to two days."
834,47015,"The participant began their experience in a friend's bedroom, where they smoked an unknown substance from a homemade water bong. Initially, they felt slightly distorted but still aware of reality. As the effects intensified, they noticed that their vision seemed to lag behind when moving their head and experienced a feeling of reality slipping.

During this period, the participant attempted to communicate with two friends present as 'sitters.' However, each time they spoke, the friends laughed and exchanged glances, leading the participant to feel confused. They perceived themselves trapped in a repetitive loop where speaking certain phrases would trigger laughter from their friends, completing the cycle.

The participant reported seeing visual patterns forming what they described as the reality of life, feeling unable to break free from these loops. At one point, they stopped speaking, hoping this would halt the cycle, but it continued in a different form. They then became aware of an entity within a computer monitor playing anime, which spoke fluent English despite being originally Japanese.

The participant tried to warn their friend not to turn off the monitor, fearing loss of connection to reality. The entity inside the monitor warned the participant about something and communicated that they were the only link to reality for the participant. After some time, the participant regained the ability to communicate normally with one of the friends but remained aware of the ongoing loops.

The experience lasted approximately 6-7 minutes, during which everything felt as real as sober reality."
835,41719,"The participant and their friend K conducted an experiment in a dark setting near a campfire at night. K went first, inhaling a small amount of substance through a glass pipe and lying down. After about 30 seconds, he exhaled and remained still for some time before getting up and walking around with flailing arms, believing he was floating.

The participant then took their turn, inhaling a similar dose and lying in the same spot. They experienced visual patterns and swirls forming behind closed eyes, which eventually turned into a spinning portal leading to another universe. In this alternate reality, they found themselves behind a mountain wall where everything appeared blue and endless. The participant felt as if they were glitching through structures, first being partially inside and outside the wall simultaneously, then fully in the real world.

Upon returning to baseline, the participant noticed a blue forcefield emanating from their hat for several minutes before it disappeared. They attempted to find an entrance back into the wall by moving rocks around, still influenced by the experience. After coming down, they discussed the trip with K but found it difficult to speak coherently about what had happened."
836,46486,"The participant initially tried a substance but did not feel significant effects until a later attempt. On this occasion, they smoked salvia multiple times over several minutes. During the first session, they experienced intense physical sensations and visual hallucinations, including seeing a circus arriving through their back door before realizing it was part of the trip. The experience lasted about 8 minutes with residual body intoxication.

In subsequent sessions, the participant reported mind clarity similar to opiate effects and visual distortions such as walls moving closer and further away. They also encountered ambient white lights that communicated welcoming messages and encouraged them to invite friends into the ""salvia world."" These entities were initially perceived with fear but later amused the participant. The experience lasted about 10 minutes, after which they returned to baseline.

The trip occurred in a dark room, enhancing visual hallucinations. The user noted difficulty sleeping afterward, attributing it partly to the effects of the substance."
837,63469,"The individual began by taking two dropperfuls of a tincture under their tongue but did not feel any effects. They then smoked approximately 1/5 gram of extract from a pipe. As they inhaled, they felt their body remain stationary while their vision and mind pulled back, creating a darkened visual field.

During the experience, the participant saw thousands of copies of themselves trailing behind them as they spiraled upwards like a helix. These copies were depicted as Vitruvian man figures connected at hands and feet with bright orange and yellow light emanating from the points where they met. The individual heard a high-pitched chanting that repeated phrases such as ""You must [something]/Stay and play.""

After reaching a peak, the participant spiraled back down, absorbing the copies of themselves one by one until returning to their physical body. Upon regaining some baseline awareness, there was an overwhelming urge to clean up the area despite feeling unsteady.

While cleaning, the individual experienced a shift where their mind separated from their body and floated beside it. During this state, they communicated mentally with what seemed like a woman while their body continued its actions audibly in their voice. After finishing the cleanup, there was an instantaneous reabsorption of the mind back into the physical body.

The entire experience lasted approximately six to seven minutes but felt much longer."
838,45921,"The participant began their experience by consuming a substance in a small studio apartment with two others. They initially felt an uncomfortable vibrating sensation but managed to hold the smoke for about 20-30 seconds before experiencing a more intense effect. The participant then lay on the floor and saw a circular pattern, described as maroon with a sliver of silvery white, spinning counter-clockwise in what seemed like a pool of water. This image was perceived as ancient and unique.

The participant felt that this entity communicated through the bassline of a song by Massive Attack, conveying an urgent message. The sister interrupted this communication, causing some distress to the participant but also relief due to her presence. Afterward, the participant attempted to describe their experience to the others present but struggled with speech and movement.

The participant experienced altered perceptions of time and space, along with impaired motor skills and a reduced sense of balance. They felt hot and itchy, similar to the effects of a super-dose of Niacin according to one of the participants."
839,45653,"The participant reports smoking a substance from a small waterpipe in a quiet room. After inhaling deeply, they experience rapid onset effects that begin with closed-eye visuals becoming increasingly vivid and complex. The user feels their mind being gently pulled out of their skull into what is described as a fairy-tale world.

Opening the eyes reveals intense open-eye phenomena that are difficult to describe but seem to involve an additional sense beyond sight, allowing for the perception of magical beings in great detail. Closing the eyes again intensifies these visuals and brings about cerebral overhauls where phenomena such as becoming another person or communicating with strange entities occur.

One entity described is a woman whose body consists of alternating red and white cylindrical segments, contorting her legs to spell out words. The user's method of communication with this entity is not specified but involves an intense sensory experience beyond the visual.

The effects last for 5-10 minutes after which the participant feels as though they are closing off a magical portal into their own unique world."
840,45641,"The participant began their experience by consuming a small amount of substance in a quiet setting at night. After inhaling the substance, they felt a body buzz and a sense of separation from reality. They saw an infinite number of realities represented as a large wheel revolving around them. The participant experienced layers of themselves falling away, describing it as walking through a waterfall that cleansed their core. A voice encouraged them to let go and not panic. As the effects wore off gently, they felt cold and shivered before returning to warmth. They noted no hangover or body load after the experience."
841,45700,"The participant began by inhaling a large dose of an extract through a waterpipe. Immediately afterwards, they experienced a strong sensation characterized by a feeling of being pulled backwards as if by cords around their chest and jaw. This gravity effect persisted even while lying down. The participant then perceived the windowsill moving in a spinning motion similar to dizziness after spinning. They felt as though they were part of an infinitely spinning image that had no up or down, with the impression that they formed two sides of the windowsill box: one vertical side (their arm) and the bottom side (body/legs). The participant also saw another version of themselves spinning alongside them.

The experience was frightening, and the individual attempted to ""peel"" themselves out of the image, which resulted in a tingling sensation. After standing up with difficulty, they drank some Mountain Dew, which helped alleviate the tingling and gravity feeling. They sat down again, still unsure if they could become part of the windowsill again. The participant eventually lay back down once these sensations subsided, laughing at their disorientation.

The experience lasted approximately 30 seconds to a minute before the individual felt they had ""peeled"" themselves out. Afterwards, there was a calming afterglow similar to cannabis."
842,57500,"The participant experienced an altered state of consciousness characterized by a profound sense of rebirth and disconnection from their previous reality. They felt as if they were a newborn baby entering this world for the first time, devoid of knowledge about themselves or others around them.

During the experience, the participant encountered several entities and environments:
1. A herd of flaming horses that gave them wings, allowing their soul to ride the winds of time.
2. A grandfather dressed in his Sunday best, holding hands with a child wearing a blue dress with long red hair, walking between trees on a sunny day.
3. Cliffs by the sea where they stumbled and fell endlessly onto rocks, breaking apart into pieces before floating up surrounded by friends described as angels.
4. Lying on the desert floor, feeling part of the ground while observing fractal patterns dancing colors of spoken light.
5. A face peering down at them, to which they asked ""Who are you?"" and ""Who am I?"", receiving answers that held no meaning in their current state.

The participant also experienced a merging of two realities, where what was once not real became real, and vice versa. They felt confusion as the Committee (a group or concept) had yet to form, with voices calling them home to a place they did not remember as theirs.

Overall, the experience included moments of intense visual and sensory stimuli, interactions with various entities, and profound reflections on the nature of reality, self-identity, and time."
843,33177,"The individual prepared their room by dimming the lights and playing music before using Salvia Divinorum alone for the first time. They smoked two bowls, holding each inhalation for 30 seconds. After the second hit, they lay down and experienced a strong introspective state where their body felt like it was melting into the carpet. The room's furniture appeared to be melting and shimmering, whispering to them to sink into the experience.

Closing their eyes enhanced the visuals, which included beautiful colors and patterns that seemed to be part of the music they were listening to. This effect lasted about five minutes before fading. They then smoked again with a slightly larger dose, immediately feeling like they melted onto the floor. The music became an integral part of their consciousness, making them feel eternal and connected to sound.

The individual experienced a significant loss of ego, feeling safe and as if the plant was teaching them. There were no interactions with specific entities mentioned beyond the furniture and music personifying in some way."
844,32470,"The participant began their experience by smoking a substance from a water bong in a dimly lit room. They held each inhalation for about 30 seconds to enhance absorption. Initially, they felt their head and joints become strange but not significantly affected. As the effects intensified, the computer screen appeared as if it had taken on a face-like quality.

The desk and chair began to sway back and forth, creating an illusion of movement across the room. The objects on the desk started morphing with the surface, taking on a sugary appearance dotted with colorful candies. This created both exhilaration and fear for the participant.

Speech became difficult, and when they did speak, their voice sounded harsh and loud. They expressed a desire to move beyond their current location but found themselves confined to the back-and-forth plane of movement. The room felt alive, and objects appeared as living entities.

The participant attempted to ground themselves by looking behind them and speaking to the substance, which briefly interrupted the high before returning. As the effects began to fade, they moved to another room for a cigarette, experiencing difficulty in walking due to extreme body heaviness. They saw themselves as brightly colored toys with swiveling arms.

Returning to their bedroom, they engaged in drawing and reading about the substance. The sketches seemed vibrant and alive. The high wore off quickly but left them feeling extremely relaxed. Throughout the experience, there was a sense of reverence towards the substance, almost personifying it as a female force deserving respect."
845,58061,"Four individuals participated in a shared experience involving an unknown plant extract. Mary and Sindy, who were less experienced with the substance, exhibited intense laughter and confusion after consuming smaller doses. Tom, Huck, and the narrator consumed larger portions simultaneously, leading to more profound effects.

The narrator describes feeling as though gravity was pulling them in multiple directions and experiencing a brief period of complete non-existence. Huck left the room during this time. The narrator felt the soda cans against their body and saw music as physical shapes in the air. They experienced fear and philosophical thoughts about death, God, infinity, and deja-vu.

Tom and the narrator met under the coffee table to discuss shared ideas, feeling connected and isolated from others. Sindy tried to join them but was told she could not participate due to their perception of her as an ""Agent"" pulling them back to reality. The narrator did not experience visual hallucinations but felt they were seeing with their mind rather than eyes.

Travis left the room early in his experience, finding it too intense. After coming down from the effects, Tom and the narrator took a walk around their old high school, discussing their profound experiences."
846,35078,"The participant had two intense experiences. During the first experience, they felt disoriented and confused about objects around them, including their bong. They perceived everything as chaotic and abstract, similar to looking through a kaleidoscope internally. The only thing that made sense was their girlfriend's face, which provided comfort.

In the second experience, conducted at night with music playing, the participant entered a circus-themed environment influenced by the music. Glow-in-the-dark stars on the ceiling created pockets of space where they could see themselves and their girlfriend. They felt as if gravity came from the stereo and experienced an intense smearing effect across the room. The song's intercom-like female voice made them feel like they were on a spaceship ride, which eventually slowed down, making the room seem more 'real' again.

The participant also mentioned forgetting about having a body during the second experience and feeling ""created"" when their girlfriend touched them."
